Year_Country,Country,Year,fossil_fuel_consumption,wind_consumption,hydro_consumption,solar_consumption,biofuel_consumption,coal_consumption
1988_South Korea,South Korea,1988,747.042,0.0,5.52,0.0,0.0,292.638
1989_South Korea,South Korea,1989,799.059,0.0,8.233,0.0,0.0,284.848
1990_South Korea,South Korea,1990,902.118,0.0,13.011,0.003,0.0,280.565
1991_South Korea,South Korea,1991,1035.522,0.0,9.683,0.003,0.0,281.518
1992_South Korea,South Korea,1992,1190.147,0.0,8.604,0.006,0.0,274.122
1993_South Korea,South Korea,1993,1313.604,0.003,11.743,0.006,0.0,300.518
1994_South Korea,South Korea,1994,1434.607,0.003,6.517,0.006,0.0,308.573
1995_South Korea,South Korea,1995,1557.781,0.0,7.666,0.006,0.0,319.772
1996_South Korea,South Korea,1996,1722.21,0.0,6.734,0.008,0.0,373.323
1997_South Korea,South Korea,1997,1903.811,0.003,7.817,0.008,0.0,406.206
1998_South Korea,South Korea,1998,1701.248,0.006,11.887,0.011,0.0,419.269
1999_South Korea,South Korea,1999,1839.371,0.016,11.554,0.013,0.0,443.767
2000_South Korea,South Korea,2000,1953.027,0.046,11.138,0.015,0.0,499.213
2001_South Korea,South Korea,2001,2002.477,0.035,6.43,0.017,0.0,531.773
2002_South Korea,South Korea,2002,2089.908,0.041,8.864,0.019,0.0,571.39
2003_South Korea,South Korea,2003,2136.87,0.068,13.31,0.021,0.0,594.577
2004_South Korea,South Korea,2004,2183.49,0.128,11.67,0.027,0.07,618.698
2005_South Korea,South Korea,2005,2225.338,0.349,9.881,0.039,0.151,637.272
2006_South Korea,South Korea,2006,2264.936,0.639,9.269,0.083,0.616,658.868
2007_South Korea,South Korea,2007,2365.58,1.125,9.647,0.213,1.116,693.765
2008_South Korea,South Korea,2008,2397.603,1.281,8.104,0.836,2.07,768.741
2009_South Korea,South Korea,2009,2417.556,1.881,7.38,1.554,2.954,797.76
2010_South Korea,South Korea,2010,2628.456,2.237,9.6,2.116,4.152,897.16
2011_South Korea,South Korea,2011,2749.942,2.446,11.915,2.6,3.908,973.285
2012_South Korea,South Korea,2012,2793.308,2.521,10.333,3.046,4.187,937.802
2013_South Korea,South Korea,2013,2823.06,3.173,10.982,4.436,4.291,948.357
2014_South Korea,South Korea,2014,2803.485,3.112,7.002,6.944,4.605,981.558
2015_South Korea,South Korea,2015,2842.11,3.614,5.428,10.713,5.129,993.217
2016_South Korea,South Korea,2016,2923.273,4.469,7.158,13.6,5.152,947.838
2017_South Korea,South Korea,2017,3006.279,5.762,7.022,18.744,4.978,1002.236
2018_South Korea,South Korea,2018,3078.501,6.428,8.349,24.011,7.943,1007.75
2019_South Korea,South Korea,2019,2987.572,6.829,6.873,30.044,8.001,954.533
1965_Spain,Spain,1965,279.193,0.0,54.686,0.0,0.0,112.811
1966_Spain,Spain,1966,301.201,0.0,75.717,0.0,0.0,104.368
1967_Spain,Spain,1967,344.546,0.0,62.936,0.0,0.0,106.066
1968_Spain,Spain,1968,360.669,0.0,67.744,0.0,0.0,107.368
1969_Spain,Spain,1969,397.364,0.0,85.008,0.0,0.0,108.043
1970_Spain,Spain,1970,443.87,0.0,77.145,0.0,0.0,114.137
1971_Spain,Spain,1971,480.796,0.0,88.378,0.0,0.0,114.707
1972_Spain,Spain,1972,511.006,0.0,98.525,0.0,0.0,117.475
1973_Spain,Spain,1973,584.995,0.0,80.311,0.0,0.0,115.056
1974_Spain,Spain,1974,606.321,0.0,84.911,0.0,0.0,111.439
1975_Spain,Spain,1975,637.989,0.0,72.403,0.0,0.0,123.499
1976_Spain,Spain,1976,703.389,0.0,58.144,0.0,0.0,119.615
1977_Spain,Spain,1977,679.583,0.0,110.078,0.0,0.0,128.128
1978_Spain,Spain,1978,677.895,0.0,111.808,0.0,0.0,110.113
1979_Spain,Spain,1979,725.744,0.0,128.881,0.0,0.0,125.499
1980_Spain,Spain,1980,783.767,0.0,82.083,0.0,0.0,144.666
1981_Spain,Spain,1981,800.833,0.0,60.95,0.0,0.0,178.462
1982_Spain,Spain,1982,789.498,0.0,73.142,0.0,0.0,197.768
1983_Spain,Spain,1983,802.958,0.0,75.131,0.0,0.0,208.014
1984_Spain,Spain,1984,769.225,0.0,87.456,0.0,0.0,211.48
1985_Spain,Spain,1985,748.242,0.0,86.908,0.0,0.0,209.084
1986_Spain,Spain,1986,755.345,0.0,73.595,0.0,0.0,216.667
1987_Spain,Spain,1987,776.487,0.0,76.064,0.0,0.0,210.201
1988_Spain,Spain,1988,770.218,0.0,97.906,0.0,0.0,182.382
1989_Spain,Spain,1989,850.016,0.036,53.747,0.017,0.0,224.831
1990_Spain,Spain,1990,837.976,0.039,70.595,0.017,0.0,223.436
1991_Spain,Spain,1991,866.482,0.042,75.783,0.019,0.0,232.589
1992_Spain,Spain,1992,943.373,0.286,52.556,0.022,0.0,237.299
1993_Spain,Spain,1993,888.99,0.322,67.714,0.025,0.0,213.457
1994_Spain,Spain,1994,932.451,0.486,78.278,0.028,0.0,220.063
1995_Spain,Spain,1995,990.526,0.75,64.2,0.042,0.0,220.586
1996_Spain,Spain,1996,986.691,1.011,110.561,0.033,0.0,186.394
1997_Spain,Spain,1997,1071.761,2.061,96.606,0.036,0.0,213.469
1998_Spain,Spain,1998,1125.024,3.756,94.458,0.042,0.0,203.42
1999_Spain,Spain,1999,1196.421,7.622,63.508,0.047,0.0,227.983
2000_Spain,Spain,2000,1244.659,13.131,82.139,0.05,0.825,243.486
2001_Spain,Spain,2001,1274.083,18.653,113.224,0.066,0.822,222.924
2002_Spain,Spain,2002,1336.226,25.615,62.845,0.082,1.649,251.185
2003_Spain,Spain,2003,1375.462,32.897,111.846,0.112,2.272,234.1
2004_Spain,Spain,2004,1456.514,42.5,85.747,0.152,2.084,244.8
2005_Spain,Spain,2005,1513.518,56.961,48.073,0.11,3.013,238.566
2006_Spain,Spain,2006,1506.692,62.272,69.203,0.318,2.021,208.27
2007_Spain,Spain,2007,1541.87,73.228,72.338,1.349,1.84,233.03
2008_Spain,Spain,2008,1469.829,86.969,62.119,6.805,2.373,157.052
2009_Spain,Spain,2009,1321.512,99.395,69.135,15.916,3.671,109.671
2010_Spain,Spain,2010,1268.731,113.893,109.602,18.42,16.723,80.212
2011_Spain,Spain,2011,1273.134,109.964,79.288,22.493,19.915,148.759
2012_Spain,Spain,2012,1250.134,127.428,52.919,30.821,24.544,180.172
2013_Spain,Spain,2013,1128.547,142.777,94.165,33.567,10.681,132.547
2014_Spain,Spain,2014,1100.87,132.369,99.682,34.797,11.259,135.362
2015_Spain,Spain,2015,1156.956,124.781,71.188,35.059,11.535,159.173
2016_Spain,Spain,2016,1150.099,123.009,91.502,34.306,13.027,122.07
2017_Spain,Spain,2017,1213.639,122.818,46.164,35.802,15.277,156.41
2018_Spain,Spain,2018,1198.017,126.496,86.475,31.674,19.623,128.54
2019_Spain,Spain,2019,1174.89,139.09,62.489,37.247,15.294,58.349
1976_Sri Lanka,Sri Lanka,1976,9.509,0.0,3.082,0.0,0.0,0.005
1977_Sri Lanka,Sri Lanka,1977,10.114,0.0,3.372,0.0,0.0,0.029
1978_Sri Lanka,Sri Lanka,1978,11.762,0.0,3.795,0.0,0.0,0.03
1979_Sri Lanka,Sri Lanka,1979,12.089,0.0,4.061,0.0,0.0,0.02
1980_Sri Lanka,Sri Lanka,1980,12.194,0.0,4.111,0.0,0.0,0.027
1981_Sri Lanka,Sri Lanka,1981,14.377,0.0,4.366,0.0,0.0,0.015
1982_Sri Lanka,Sri Lanka,1982,16.305,0.0,4.466,0.0,0.0,0.207
1983_Sri Lanka,Sri Lanka,1983,17.821,0.0,3.381,0.0,0.0,0.208
1984_Sri Lanka,Sri Lanka,1984,15.242,0.0,5.812,0.0,0.0,0.404
1985_Sri Lanka,Sri Lanka,1985,13.878,0.0,6.654,0.0,0.0,0.245
1986_Sri Lanka,Sri Lanka,1986,13.758,0.0,7.348,0.0,0.0,0.092
1987_Sri Lanka,Sri Lanka,1987,15.659,0.0,6.047,0.0,0.0,0.086
1988_Sri Lanka,Sri Lanka,1988,15.166,0.0,7.213,0.0,0.0,0.044
1989_Sri Lanka,Sri Lanka,1989,14.417,0.0,7.781,0.0,0.0,0.005
1991_Sri Lanka,Sri Lanka,1991,16.264,0.0,8.657,0.0,0.0,0.007
1992_Sri Lanka,Sri Lanka,1992,19.133,0.0,8.055,0.0,0.0,0.007
1993_Sri Lanka,Sri Lanka,1993,18.597,0.0,10.544,0.0,0.0,0.004
1994_Sri Lanka,Sri Lanka,1994,20.599,0.0,11.359,0.0,0.0,0.004
1995_Sri Lanka,Sri Lanka,1995,22.317,0.0,12.539,0.0,0.0,0.012
1996_Sri Lanka,Sri Lanka,1996,27.23,0.0,9.033,0.0,0.0,0.002
1998_Sri Lanka,Sri Lanka,1998,31.535,0.0,10.875,0.0,0.0,0.002
1999_Sri Lanka,Sri Lanka,1999,34.412,0.01,11.604,0.0,0.0,0.0
2000_Sri Lanka,Sri Lanka,2000,40.762,0.009,8.901,0.001,0.0,0.004
2001_Sri Lanka,Sri Lanka,2001,40.062,0.01,8.604,0.002,0.0,0.001
2002_Sri Lanka,Sri Lanka,2002,42.339,0.01,7.404,0.004,0.0,0.127
2003_Sri Lanka,Sri Lanka,2003,42.647,0.009,9.041,0.007,0.0,0.695
2004_Sri Lanka,Sri Lanka,2004,41.919,0.007,8.038,0.01,0.0,0.183
2005_Sri Lanka,Sri Lanka,2005,48.064,0.006,9.306,0.012,0.0,0.679
2006_Sri Lanka,Sri Lanka,2006,49.952,0.006,12.412,0.014,0.0,0.51
2007_Sri Lanka,Sri Lanka,2007,52.995,0.006,10.509,0.016,0.0,0.497
2008_Sri Lanka,Sri Lanka,2008,48.378,0.009,10.926,0.017,0.0,0.67
2009_Sri Lanka,Sri Lanka,2009,50.952,0.009,10.208,0.018,0.0,0.682
2010_Sri Lanka,Sri Lanka,2010,50.658,0.139,14.717,0.019,0.0,0.697
2011_Sri Lanka,Sri Lanka,2011,56.709,0.237,11.879,0.023,0.0,3.479
2012_Sri Lanka,Sri Lanka,2012,60.493,0.378,8.506,0.026,0.0,5.303
2013_Sri Lanka,Sri Lanka,2013,52.168,0.601,17.741,0.037,0.0,5.579
2014_Sri Lanka,Sri Lanka,2014,51.091,0.693,11.612,0.071,0.0,10.707
2015_Sri Lanka,Sri Lanka,2015,64.543,0.868,15.128,0.123,0.0,14.409
2016_Sri Lanka,Sri Lanka,2016,74.195,0.867,10.641,0.209,0.0,15.254
2017_Sri Lanka,Sri Lanka,2017,79.085,0.917,10.078,0.562,0.0,15.801
2018_Sri Lanka,Sri Lanka,2018,79.01,0.912,15.968,0.788,0.0,15.877
2019_Sri Lanka,Sri Lanka,2019,85.619,0.908,11.952,0.913,0.0,17.511
1965_Sweden,Sweden,1965,255.631,0.0,128.953,0.0,0.0,25.927
1966_Sweden,Sweden,1966,284.397,0.0,126.358,0.0,0.0,24.74
1967_Sweden,Sweden,1967,283.337,0.0,136.906,0.0,0.0,24.557
1968_Sweden,Sweden,1968,314.165,0.0,135.386,0.0,0.0,21.454
1969_Sweden,Sweden,1969,334.464,0.0,116.195,0.0,0.0,20.949
1970_Sweden,Sweden,1970,363.273,0.0,115.247,0.0,0.0,22.13
1971_Sweden,Sweden,1971,340.757,0.0,144.478,0.0,0.0,19.949
1972_Sweden,Sweden,1972,346.425,0.0,149.286,0.0,0.0,17.14
1973_Sweden,Sweden,1973,355.537,0.0,166.311,0.0,0.0,18.945
1974_Sweden,Sweden,1974,323.249,0.0,159.07,0.0,0.0,20.93
1975_Sweden,Sweden,1975,324.06,0.0,160.133,0.0,0.0,22.575
1976_Sweden,Sweden,1976,354.098,0.0,152.311,0.0,0.0,21.671
1977_Sweden,Sweden,1977,339.533,0.0,148.597,0.0,0.0,17.202
1978_Sweden,Sweden,1978,406.708,0.0,160.425,0.0,0.0,17.646
1979_Sweden,Sweden,1979,439.693,0.0,169.667,0.0,0.0,20.847
1980_Sweden,Sweden,1980,389.495,0.0,163.522,0.0,0.0,19.869
1981_Sweden,Sweden,1981,349.543,0.0,165.981,0.0,0.0,17.085
1982_Sweden,Sweden,1982,328.078,0.0,152.961,0.0,0.0,19.01
1983_Sweden,Sweden,1983,292.482,0.008,176.511,0.0,0.0,23.823
1984_Sweden,Sweden,1984,285.453,0.014,188.628,0.0,0.0,28.747
1985_Sweden,Sweden,1985,309.777,0.017,197.189,0.0,0.0,33.841
1986_Sweden,Sweden,1986,331.904,0.017,169.258,0.0,0.0,36.079
1987_Sweden,Sweden,1987,291.923,0.017,199.595,0.0,0.0,35.624
1988_Sweden,Sweden,1988,275.764,0.014,194.12,0.0,0.0,34.972
1989_Sweden,Sweden,1989,265.51,0.014,199.306,0.0,0.0,32.973
1990_Sweden,Sweden,1990,268.207,0.017,201.414,0.0,0.0,34.457
1991_Sweden,Sweden,1991,236.28,0.036,175.692,0.0,0.0,33.637
1992_Sweden,Sweden,1992,245.258,0.086,206.567,0.0,0.0,31.321
1993_Sweden,Sweden,1993,242.931,0.144,207.353,0.003,0.0,31.889
1994_Sweden,Sweden,1994,255.369,0.208,164.158,0.003,0.0,32.364
1995_Sweden,Sweden,1995,244.808,0.292,189.156,0.003,0.0,32.364
1996_Sweden,Sweden,1996,263.055,0.4,143.722,0.003,0.0,35.842
1997_Sweden,Sweden,1997,244.284,0.564,191.822,0.003,0.0,30.626
1998_Sweden,Sweden,1998,270.739,0.856,207.62,0.003,0.0,30.833
1999_Sweden,Sweden,1999,260.34,0.994,199.142,0.003,0.0,29.473
2000_Sweden,Sweden,2000,230.027,1.269,218.289,0.003,0.0,29.838
2001_Sweden,Sweden,2001,236.864,1.33,218.188,0.006,0.0,32.334
2002_Sweden,Sweden,2002,242.443,1.667,181.95,0.005,0.0,34.722
2003_Sweden,Sweden,2003,255.924,1.85,145.862,0.005,0.0,34.043
2004_Sweden,Sweden,2004,247.829,2.301,164.012,0.005,0.0,35.025
2005_Sweden,Sweden,2005,244.802,2.553,195.532,0.005,1.781,32.015
2006_Sweden,Sweden,2006,250.074,2.638,164.756,0.005,2.081,35.35
2007_Sweden,Sweden,2007,243.071,3.798,175.746,0.008,2.289,32.938
2008_Sweden,Sweden,2008,231.02,5.269,182.135,0.011,3.827,32.947
2009_Sweden,Sweden,2009,217.507,6.519,171.611,0.018,3.476,23.227
2010_Sweden,Sweden,2010,229.608,9.131,173.124,0.023,5.64,32.031
2011_Sweden,Sweden,2011,209.757,15.751,173.794,0.034,6.567,28.601
2012_Sweden,Sweden,2012,201.754,18.455,203.328,0.049,7.678,24.529
2013_Sweden,Sweden,2013,199.797,25.198,157.099,0.09,7.535,25.038
2014_Sweden,Sweden,2014,193.049,28.59,162.271,0.12,9.992,23.485
2015_Sweden,Sweden,2015,190.819,41.154,190.522,0.245,11.952,23.468
2016_Sweden,Sweden,2016,196.599,38.927,155.963,0.36,15.458,23.029
2017_Sweden,Sweden,2017,194.982,44.023,162.41,0.575,17.49,22.97
2018_Sweden,Sweden,2018,188.779,41.315,154.218,0.972,16.555,23.032
2019_Sweden,Sweden,2019,193.733,49.234,162.741,1.453,17.093,23.531
1965_Switzerland,Switzerland,1965,111.213,0.0,66.937,0.0,0.0,14.833
1966_Switzerland,Switzerland,1966,114.732,0.0,76.441,0.0,0.0,12.264
1967_Switzerland,Switzerland,1967,121.177,0.0,82.917,0.0,0.0,10.344
1968_Switzerland,Switzerland,1968,132.711,0.0,81.987,0.0,0.0,9.778
1969_Switzerland,Switzerland,1969,142.53,0.0,78.459,0.0,0.0,8.844
1970_Switzerland,Switzerland,1970,157.792,0.0,81.035,0.0,0.0,7.589
1971_Switzerland,Switzerland,1971,165.035,0.0,80.677,0.0,0.0,5.125
1972_Switzerland,Switzerland,1972,168.506,0.0,67.317,0.0,0.0,4.336
1973_Switzerland,Switzerland,1973,181.13,0.0,73.852,0.0,0.0,4.117
1974_Switzerland,Switzerland,1974,163.022,0.0,77.362,0.0,0.0,3.55
1975_Switzerland,Switzerland,1975,158.197,0.0,89.544,0.0,0.0,2.661
1976_Switzerland,Switzerland,1976,164.174,0.0,71.804,0.0,0.0,2.5
1977_Switzerland,Switzerland,1977,166.202,0.0,96.916,0.0,0.0,2.917
1978_Switzerland,Switzerland,1978,170.532,0.0,87.668,0.0,0.0,2.625
1979_Switzerland,Switzerland,1979,164.8,0.0,82.457,0.0,0.0,2.714
1980_Switzerland,Switzerland,1980,167.062,0.0,92.911,0.0,0.0,3.972
1981_Switzerland,Switzerland,1981,158.185,0.0,97.57,0.0,0.0,5.875
1982_Switzerland,Switzerland,1982,150.19,0.0,99.921,0.0,0.0,5.197
1983_Switzerland,Switzerland,1983,163.233,0.0,97.397,0.0,0.0,4.536
1984_Switzerland,Switzerland,1984,161.129,0.0,83.039,0.0,0.0,5.828
1985_Switzerland,Switzerland,1985,164.271,0.0,89.034,0.0,0.0,5.853
1986_Switzerland,Switzerland,1986,177.472,0.0,91.404,0.0,0.0,5.036
1987_Switzerland,Switzerland,1987,168.88,0.0,96.319,0.0,0.0,4.686
1988_Switzerland,Switzerland,1988,168.731,0.0,99.431,0.0,0.0,4.0
1989_Switzerland,Switzerland,1989,164.084,0.0,82.708,0.0,0.0,4.136
1990_Switzerland,Switzerland,1990,175.512,0.0,82.772,0.003,0.0,4.136
1991_Switzerland,Switzerland,1991,179.637,0.0,89.112,0.006,0.0,3.514
1992_Switzerland,Switzerland,1992,181.722,0.0,90.844,0.008,0.0,2.433
1993_Switzerland,Switzerland,1993,172.293,0.0,99.392,0.011,0.0,2.039
1994_Switzerland,Switzerland,1994,177.018,0.0,108.535,0.014,0.0,2.064
1995_Switzerland,Switzerland,1995,167.994,0.0,97.699,0.017,0.0,2.214
1996_Switzerland,Switzerland,1996,174.455,0.003,79.856,0.019,0.0,1.656
1997_Switzerland,Switzerland,1997,180.916,0.006,94.574,0.019,0.0,1.275
1998_Switzerland,Switzerland,1998,183.324,0.008,92.987,0.022,0.0,1.058
1999_Switzerland,Switzerland,1999,182.433,0.008,111.134,0.028,0.0,1.1
2000_Switzerland,Switzerland,2000,178.189,0.008,102.326,0.031,0.0,1.603
2001_Switzerland,Switzerland,2001,189.827,0.011,114.041,0.036,0.0,1.675
2002_Switzerland,Switzerland,2002,180.876,0.014,96.439,0.041,0.0,1.544
2003_Switzerland,Switzerland,2003,178.532,0.014,94.718,0.049,0.0,1.586
2004_Switzerland,Switzerland,2004,178.707,0.016,91.366,0.049,0.0,1.506
2005_Switzerland,Switzerland,2005,182.344,0.022,84.005,0.056,0.0,1.678
2006_Switzerland,Switzerland,2006,185.275,0.04,82.76,0.064,0.0,1.811
2007_Switzerland,Switzerland,2007,169.777,0.043,93.642,0.077,0.0,2.028
2008_Switzerland,Switzerland,2008,180.61,0.05,95.135,0.098,0.0,1.822
2009_Switzerland,Switzerland,2009,181.505,0.06,93.729,0.142,0.0,1.719
2010_Switzerland,Switzerland,2010,174.499,0.096,94.033,0.245,0.0,1.725
2011_Switzerland,Switzerland,2011,166.271,0.181,83.946,0.435,0.0,1.594
2012_Switzerland,Switzerland,2012,171.605,0.227,99.435,0.77,0.0,1.436
2013_Switzerland,Switzerland,2013,179.884,0.23,98.479,1.28,0.0,1.547
2014_Switzerland,Switzerland,2014,160.375,0.257,96.809,2.143,0.0,1.583
2015_Switzerland,Switzerland,2015,163.956,0.278,96.793,2.831,0.0,1.447
2016_Switzerland,Switzerland,2016,158.405,0.274,87.082,3.352,0.0,1.331
2017_Switzerland,Switzerland,2017,161.515,0.333,85.238,4.208,0.0,1.281
2018_Switzerland,Switzerland,2018,155.098,0.303,86.017,4.832,0.0,1.192
2019_Switzerland,Switzerland,2019,158.612,0.302,85.933,5.596,0.0,1.192
1965_Taiwan,Taiwan,1965,62.711,0.0,7.183,0.0,0.0,34.716
1966_Taiwan,Taiwan,1966,67.508,0.0,7.392,0.0,0.0,34.529
1967_Taiwan,Taiwan,1967,74.479,0.0,7.317,0.0,0.0,35.041
1968_Taiwan,Taiwan,1968,83.082,0.0,10.733,0.0,0.0,35.32
1969_Taiwan,Taiwan,1969,89.898,0.0,8.478,0.0,0.0,32.424
1970_Taiwan,Taiwan,1970,99.206,0.0,7.958,0.0,0.0,31.68
1971_Taiwan,Taiwan,1971,126.081,0.0,8.586,0.0,0.0,28.133
1972_Taiwan,Taiwan,1972,133.719,0.0,10.1,0.0,0.0,26.796
1973_Taiwan,Taiwan,1973,158.784,0.0,9.442,0.0,0.0,23.981
1974_Taiwan,Taiwan,1974,147.771,0.0,13.069,0.0,0.0,24.411
1975_Taiwan,Taiwan,1975,162.564,0.0,14.614,0.0,0.0,22.26
1976_Taiwan,Taiwan,1976,204.223,0.0,11.894,0.0,0.0,23.574
1977_Taiwan,Taiwan,1977,225.827,0.0,11.175,0.0,0.0,26.993
1978_Taiwan,Taiwan,1978,258.906,0.0,13.794,0.0,0.0,29.784
1979_Taiwan,Taiwan,1979,267.007,0.0,12.686,0.0,0.0,37.6
1980_Taiwan,Taiwan,1980,282.753,0.0,8.128,0.0,0.0,44.485
1981_Taiwan,Taiwan,1981,250.233,0.0,13.308,0.0,0.0,41.054
1982_Taiwan,Taiwan,1982,244.832,0.0,13.281,0.0,0.0,47.133
1983_Taiwan,Taiwan,1983,266.182,0.0,13.855,0.0,0.0,63.625
1984_Taiwan,Taiwan,1984,271.778,0.0,12.181,0.0,0.0,73.815
1985_Taiwan,Taiwan,1985,314.976,0.0,16.67,0.0,0.0,78.194
1986_Taiwan,Taiwan,1986,354.587,0.0,17.028,0.0,0.0,95.195
1987_Taiwan,Taiwan,1987,372.364,0.0,15.303,0.0,0.0,102.995
1988_Taiwan,Taiwan,1988,428.069,0.0,12.983,0.0,0.0,119.357
1989_Taiwan,Taiwan,1989,466.115,0.0,13.51,0.0,0.0,124.901
1990_Taiwan,Taiwan,1990,483.805,0.0,17.726,0.0,0.0,123.204
1991_Taiwan,Taiwan,1991,517.292,0.0,10.705,0.0,0.0,134.744
1992_Taiwan,Taiwan,1992,547.804,0.0,18.211,0.0,0.0,155.683
1993_Taiwan,Taiwan,1993,592.821,0.0,11.413,0.0,0.0,173.611
1994_Taiwan,Taiwan,1994,629.449,0.0,14.06,0.0,0.0,180.92
1995_Taiwan,Taiwan,1995,672.286,0.0,13.443,0.0,0.0,186.739
1996_Taiwan,Taiwan,1996,699.457,0.0,13.175,0.0,0.0,211.162
1997_Taiwan,Taiwan,1997,755.09,0.0,14.571,0.0,0.0,241.766
1998_Taiwan,Taiwan,1998,800.127,0.0,17.227,0.0,0.0,262.448
1999_Taiwan,Taiwan,1999,894.634,0.0,14.031,0.0,0.0,319.774
2000_Taiwan,Taiwan,2000,915.446,0.004,12.667,0.0,0.0,319.774
2001_Taiwan,Taiwan,2001,954.889,0.034,14.048,0.001,0.0,336.039
2002_Taiwan,Taiwan,2002,994.207,0.044,7.62,0.001,0.0,364.902
2003_Taiwan,Taiwan,2003,1048.415,0.065,8.267,0.001,0.0,394.141
2004_Taiwan,Taiwan,2004,1104.275,0.068,8.689,0.002,0.0,405.767
2005_Taiwan,Taiwan,2005,1114.362,0.246,10.722,0.003,0.0,419.705
2006_Taiwan,Taiwan,2006,1140.473,0.738,10.928,0.004,0.0,439.413
2007_Taiwan,Taiwan,2007,1190.892,1.168,11.734,0.006,0.0,456.896
2008_Taiwan,Taiwan,2008,1120.56,1.553,11.364,0.012,0.0,436.979
2009_Taiwan,Taiwan,2009,1101.083,2.064,9.833,0.024,0.0,418.65
2010_Taiwan,Taiwan,2010,1167.884,2.676,10.936,0.067,0.0,443.33
2011_Taiwan,Taiwan,2011,1152.424,3.868,10.365,0.182,0.0,463.948
2012_Taiwan,Taiwan,2012,1154.041,3.641,14.603,0.446,0.0,457.268
2013_Taiwan,Taiwan,2013,1178.584,4.199,13.884,0.865,0.0,469.786
2014_Taiwan,Taiwan,2014,1210.396,3.819,10.989,1.404,0.0,474.476
2015_Taiwan,Taiwan,2015,1210.104,3.858,11.308,2.215,0.0,455.963
2016_Taiwan,Taiwan,2016,1239.395,3.664,16.502,2.847,0.0,462.805
2017_Taiwan,Taiwan,2017,1268.893,4.306,13.617,4.229,0.0,472.561
2018_Taiwan,Taiwan,2018,1273.837,4.19,11.106,6.809,0.0,471.755
2019_Taiwan,Taiwan,2019,1222.656,4.634,13.729,10.262,0.0,452.917
1965_Thailand,Thailand,1965,28.22,0.0,2.336,0.0,0.0,0.523
1966_Thailand,Thailand,1966,33.447,0.0,2.956,0.0,0.0,0.756
1967_Thailand,Thailand,1967,37.633,0.0,3.8,0.0,0.0,1.349
1968_Thailand,Thailand,1968,49.317,0.0,3.903,0.0,0.0,1.489
1969_Thailand,Thailand,1969,53.381,0.0,2.906,0.0,0.0,1.582
1970_Thailand,Thailand,1970,61.989,0.0,4.964,0.0,0.0,1.686
1971_Thailand,Thailand,1971,68.461,0.0,5.689,0.0,0.0,1.329
1972_Thailand,Thailand,1972,85.317,0.0,4.8,0.0,0.0,1.044
1973_Thailand,Thailand,1973,90.329,0.0,5.222,0.0,0.0,1.118
1974_Thailand,Thailand,1974,92.497,0.0,6.828,0.0,0.0,1.677
1975_Thailand,Thailand,1975,100.067,0.0,9.442,0.0,0.0,1.603
1976_Thailand,Thailand,1976,105.53,0.0,10.103,0.0,0.0,1.859
1977_Thailand,Thailand,1977,118.268,0.0,9.069,0.0,0.0,1.788
1978_Thailand,Thailand,1978,132.861,0.0,5.861,0.0,0.0,2.303
1979_Thailand,Thailand,1979,137.112,0.0,9.064,0.0,0.0,4.842
1980_Thailand,Thailand,1980,142.915,0.0,3.536,0.0,0.0,5.235
1981_Thailand,Thailand,1981,139.983,0.0,8.261,0.0,0.0,5.824
1982_Thailand,Thailand,1982,141.103,0.0,10.656,0.0,0.0,7.592
1983_Thailand,Thailand,1983,157.636,0.0,10.167,0.0,0.0,7.289
1984_Thailand,Thailand,1984,173.32,0.0,11.336,0.0,0.0,9.178
1985_Thailand,Thailand,1985,183.241,0.0,10.253,0.0,0.0,18.435
1986_Thailand,Thailand,1986,190.935,0.0,15.366,0.0,0.0,18.087
1987_Thailand,Thailand,1987,225.425,0.0,11.267,0.0,0.0,26.114
1988_Thailand,Thailand,1988,254.791,0.0,10.328,0.0,0.0,26.906
1989_Thailand,Thailand,1989,289.472,0.0,15.312,0.0,0.0,32.771
1990_Thailand,Thailand,1990,347.005,0.0,13.611,0.0,0.0,45.351
1991_Thailand,Thailand,1991,385.718,0.0,12.515,0.0,0.0,53.114
1992_Thailand,Thailand,1992,428.037,0.0,11.553,0.0,0.0,56.847
1993_Thailand,Thailand,1993,490.524,0.0,10.035,0.0,0.0,63.319
1994_Thailand,Thailand,1994,548.917,0.0,12.232,0.0,0.0,73.217
1995_Thailand,Thailand,1995,596.663,0.0,18.314,0.0,0.0,83.523
1996_Thailand,Thailand,1996,675.143,0.0,20.042,0.0,0.0,101.623
1997_Thailand,Thailand,1997,712.903,0.0,19.672,0.0,0.0,104.804
1998_Thailand,Thailand,1998,664.314,0.0,14.136,0.0,0.0,84.085
1999_Thailand,Thailand,1999,715.382,0.0,9.471,0.0,0.0,89.397
2000_Thailand,Thailand,2000,724.798,0.0,16.365,0.0,0.0,91.696
2001_Thailand,Thailand,2001,764.072,0.0,17.04,0.0,0.0,102.078
2002_Thailand,Thailand,2002,838.368,0.0,20.2,0.0,0.0,108.942
2003_Thailand,Thailand,2003,909.024,0.0,19.637,0.0,0.0,111.272
2004_Thailand,Thailand,2004,976.157,0.0,15.961,0.0,0.039,124.673
2005_Thailand,Thailand,2005,1010.81,0.0,15.255,0.0,0.417,134.762
2006_Thailand,Thailand,2006,1019.971,0.0,21.25,0.098,0.786,143.819
2007_Thailand,Thailand,2007,1065.338,0.001,21.147,0.103,1.702,161.628
